Country,Country_Code,Year,Exports_pct_GDP,FDI_net_inflows_pct_GDP,GDP_current_USD,GDP_growth_annual_pct,GDP_per_capita_current_USD,Imports_pct_GDP,Inflation_consumer_prices_annual_pct,Life_expectancy_years,Unemployment_total_pct,Brent_Oil_Price_USD_per_barrel
Lebanon,LBN,2012,28.80921288,7.068471662,44016799516,2.564791337,8406.984056,59.73628904,6.581474477,77.941,7.952,105
Lebanon,LBN,2013,26.64675475,5.67636791,46880103081,3.827873499,8162.379294,59.52757385,4.821019563,78.037,8.477,80
Lebanon,LBN,2014,23.7561645,5.951755286,48095213747,2.484060105,7577.64133,56.06099209,1.854604213,78.148,8.84,75
Lebanon,LBN,2015,23.13966773,4.324691745,49929337837,0.462320793,7714.11,48.69937491,-3.749145248,78.275,9.312,70
Lebanon,LBN,2016,21.72615589,5.021740406,51147308774,1.554549409,8089.012088,45.9974619,-0.783359624,78.306,9.794,65
Lebanon,LBN,2017,21.92693319,4.75677914,53027680686,0.903028464,8608.21085,46.52849607,4.321352183,78.192,10.258,60
Lebanon,LBN,2018,20.75452116,4.84140309,54901519156,-1.884705756,9174.536662,47.50278615,6.076989079,78.263,10.755,55
Lebanon,LBN,2019,20.69775896,3.69413245,51605959131,-6.914924729,8905.880055,42.28315705,3.005389494,78.208,11.301,50
Lebanon,LBN,2020,16.37258687,5.067129866,31712128254,-21.39989969,5561.19167,33.75721742,84.86433305,76.299,13.252,45
Lebanon,LBN,2021,26.02562769,2.592900684,23131941557,-7.001238625,4045.373911,52.80299271,154.756096,73.65,12.715,70
Lebanon,LBN,2022,34.82877925,2.509661606,20992421949,-0.621678971,3654.358455,80.05949902,171.2054913,78.003,11.105,75
Lebanon,LBN,2023,30.55141197,3.264354674,20078620357,-0.76058447,3477.724898,73.6549981,221.341644,77.817,10.985,80
Lebanon,LBN,2024,,,,,,,45.24304227,,,85
Oman,OMN,1990,41.44358904,1.068818633,13310273082,-0.130425738,7545.703052,19.79366134,,69.012,,23
Oman,OMN,1991,37.78864931,1.046888527,12918335501,6.074077908,6977.328592,24.92399992,,69.584,4.056,20
Oman,OMN,1992,39.24013496,0.735294118,14183615085,8.413884259,7317.788158,25.48775121,,70.114,4.16,18
Oman,OMN,1993,37.79516046,0.997879962,14230429129,6.042960675,7038.930159,27.28635134,,70.608,4.009,19
Oman,OMN,1994,37.73418169,0.51961824,14715214564,3.875774167,7068.38997,24.95581478,,71.072,4.073,25
Oman,OMN,1995,38.64222854,0.294448488,15722236671,4.99681952,7414.302792,25.50784093,,71.56,4.167,20
Oman,OMN,1996,43.71478531,0.348234217,17402080624,3.04593991,8068.000768,25.67589783,,72.023,4.254,18
Oman,OMN,1997,43.91390222,0.357542922,18039791938,6.033512507,8234.640638,27.68046365,,72.463,4.196,25
Oman,OMN,1998,36.82930783,0.635743228,16044213264,-0.067874093,7219.029324,43.65375263,,72.882,4.346,27
Oman,OMN,1999,42.89235346,0.224866917,17832769831,0.297595696,7915.441694,33.71884434,,73.276,4.433,30
Oman,OMN,2000,52.88124503,0.368381081,22259557867,6.192410637,9753.847552,28.5320372,,73.643,4.433,35
Oman,OMN,2001,52.06076293,0.023424415,22205721717,4.613166494,9611.963602,32.46623956,-0.816666667,73.979,4.298,50
Oman,OMN,2002,51.07851207,0.473575609,23065539662,-0.784165786,9869.130502,32.57523651,-0.279578823,74.276,4.335,55
Oman,OMN,2003,49.8417472,0.100945311,24733680104,-2.19466568,10463.54258,35.00488954,0.231328682,74.521,4.599,60
Oman,OMN,2004,49.76309833,0.391323075,28378933680,1.99251511,11800.85074,38.8482088,0.624969063,74.82,4.693,65
Oman,OMN,2005,55.29430723,4.332571563,35506892068,2.779443603,14434.85779,31.46699481,1.909835535,75.07,4.589,70
Oman,OMN,2006,53.78380194,3.748679075,42577633290,4.669814819,16930.85651,32.36190604,3.544985916,75.354,4.387,75
Oman,OMN,2007,54.61594378,6.898742697,48300390117,4.980654671,18792.65377,40.24984519,5.830484181,75.596,4.309,80
Oman,OMN,2008,56.67308746,4.228778796,69804681404,8.95005895,26576.77924,38.08881553,12.37540915,76.124,4.142,85
Oman,OMN,2009,52.79029739,2.721589337,55454096229,5.981966949,20655.91802,38.83763794,3.468810238,76.631,3.977,90
Oman,OMN,2010,59.09563826,1.911964786,64993498049,2.471998566,23570.17981,37.29091637,3.256579591,77.184,3.911,95
Oman,OMN,2011,63.91747042,2.102188752,77497529259,2.894609735,25188.00742,37.72426152,4.042188671,77.74,3.95,100
Oman,OMN,2012,62.72185476,1.561202903,87408842653,8.863122256,24642.29788,39.35290565,2.947734953,78.187,3.753,105
Oman,OMN,2013,66.03162485,1.792864469,89936020806,5.227704081,23458.02338,46.51189691,1.053548203,78.633,3.553,80
Oman,OMN,2014,61.44017866,1.387657535,92699089727,1.292252294,23160.65023,40.83854243,1.014014839,79.03,3.453,75
Oman,OMN,2015,49.65256094,-2.760017578,78710793238,5.017057997,18808.30779,46.72501925,0.065290133,79.346,3.403,70
Oman,OMN,2016,41.31962474,3.016249524,75128738622,5.046423946,17110.18975,41.54463946,1.109208058,79.581,3.266,65
Oman,OMN,2017,45.71654648,3.560055839,80856697009,0.304057566,17820.06618,43.23660154,1.589094136,79.748,2.523,60
Oman,OMN,2018,50.62244202,6.120679854,91505851756,1.287103915,19901.76156,38.65677581,0.889312371,79.864,1.8,55
Oman,OMN,2019,49.492903,2.269089234,88060858257,-1.128638017,19180.18642,36.98529803,0.490815363,79.946,2.045,50
Oman,OMN,2020,47.05487337,2.515486241,75909492848,-3.379720527,16784.86306,44.82101743,-0.406402919,77.763,2.94,45
Oman,OMN,2021,53.32975935,10.01518942,87323797139,2.582174989,19403.46002,42.61972838,1.682211859,75.969,1.9,70
Oman,OMN,2022,63.25050191,6.255445282,1.09853E+11,7.985707284,23223.58294,42.49450737,2.506142506,77.911,3.3,75
Oman,OMN,2023,61.58434274,11.8157929,1.06175E+11,1.414013958,21027.73848,44.86238826,0.950782998,80.031,3.176,80
Oman,OMN,2024,66.07256611,11.63511815,1.07137E+11,1.631632211,20285.22729,48.78010541,0.593589236,,3.203,85
Qatar,QAT,1990,,0.066300389,7360439423,3.414462082,16721.62077,,3.000968054,73.405,,23
Qatar,QAT,1991,,0.617998084,6883516484,-1.662232522,15133.49694,,4.417293233,73.654,0.87,20
Qatar,QAT,1992,,0.517645866,7646153984,11.33052771,16280.29388,,3.060306031,73.876,0.87,18
Qatar,QAT,1993,,1.006763881,7156593654,-1.325136108,14769.71933,,-0.873362445,74.071,0.87,19
Qatar,QAT,1994,44.87575808,1.787929761,7374450769,1.418708419,14764.87714,33.7741688,1.321585903,74.245,0.87,25
Qatar,QAT,1995,44.33866814,1.149680658,8137911978,2.399236218,15822.50907,43.32928389,2.956521739,74.404,0.87,20
Qatar,QAT,1996,43.72574217,3.740559308,9059340385,4.37391057,17124.79209,39.78347889,4.904534606,74.558,0.87,18
Qatar,QAT,1997,48.28080961,3.702755596,11297802115,30.01203983,20522.8013,36.16622923,4.834489819,74.713,0.87,25
Qatar,QAT,1998,51.09563094,3.386477192,10255495027,11.21865244,17665.44084,39.96249462,2.951388889,74.872,0.87,27
Qatar,QAT,1999,60.04078828,0.913812596,12393131868,4.284064396,20233.68468,25.69218151,2.181703204,75.048,0.87,30
Qatar,QAT,2000,67.2833586,1.416675432,17759890110,8.028125452,27535.18294,22.32930112,1.650335224,75.25,0.87,35
Qatar,QAT,2001,65.89285714,1.684982456,17538461538,3.898186662,25870.79919,29.07581454,1.471334348,75.486,0.87,50
Qatar,QAT,2002,60.34277283,3.222105442,19363736264,7.18215168,27226.65935,28.1269508,0.24,75.766,0.87,55
Qatar,QAT,2003,61.69758239,2.655415757,23533791209,3.719958677,31602.47087,28.46736631,2.264565044,76.097,0.87,60
Qatar,QAT,2004,64.16822495,3.778179583,31734065934,19.21891534,41035.50084,26.20420389,6.79933665,76.484,0.87,65
Qatar,QAT,2005,65.08504482,5.614130334,44530494505,7.492758483,53949.67641,29.66049935,8.814395323,76.909,0.87,70
Qatar,QAT,2006,62.81773017,5.748812108,60882142857,26.17024567,62582.44531,35.75318915,11.83580962,77.323,0.87,75
Qatar,QAT,2007,60.27737186,5.896219912,79712087912,17.98565682,65954.34195,35.83673385,13.75816258,77.741,0.52,80
Qatar,QAT,2008,61.36235262,3.27806417,1.1527E+11,17.66355636,80781.40392,28.07048903,15.05014516,78.262,0.31,85
Qatar,QAT,2009,51.13487609,8.307641308,97798351648,11.95656113,60785.73516,29.00928688,-4.863278016,78.837,0.31,90
Qatar,QAT,2010,63.07335729,3.777752592,1.23627E+11,19.59217448,76462.61195,24.03783975,-2.425256752,79.444,0.45,95
Qatar,QAT,2011,72.6197065,0.559389031,1.67775E+11,13.37523455,103261.5103,26.1019286,1.138366235,79.994,0.56,100
Qatar,QAT,2012,76.4724133,0.211888706,1.86834E+11,4.730085137,108470.387,29.27387314,2.315348534,80.499,0.48,105
Qatar,QAT,2013,72.71779686,-0.422882374,1.98728E+11,5.556103642,103697.0628,29.66535751,3.221977568,80.974,0.28,80
Qatar,QAT,2014,67.99807635,0.504490727,2.06225E+11,5.334341598,95840.68989,31.03623754,3.349720857,81.395,0.2,75
Qatar,QAT,2015,57.06152025,0.662099797,1.6174E+11,4.753323729,68985.24334,36.64615369,1.814077239,81.785,0.17,70
Qatar,QAT,2016,47.71385376,0.510044269,1.51732E+11,3.064105032,61253.6218,41.83376938,2.676591701,82.147,0.15,65
Qatar,QAT,2017,52.88940503,0.61203852,1.61099E+11,-1.497562091,63279.87675,38.60515245,0.394878914,82.458,0.14,60
Qatar,QAT,2018,55.94179878,-1.192495579,1.83335E+11,1.23483197,71039.93082,35.89654449,0.255815383,82.714,0.11,55
Qatar,QAT,2019,52.18881232,-1.594723922,1.76371E+11,0.688255894,66841.36232,37.85748109,-0.666641125,82.945,0.1,50
Qatar,QAT,2020,49.1188187,-1.685506546,1.44412E+11,-3.557502843,51683.56811,40.90016703,-2.54031503,80.409,0.14,45
Qatar,QAT,2021,58.72597348,-0.608353395,1.79732E+11,1.626935873,71751.93634,34.05311628,2.304465657,81.083,0.14,70
Qatar,QAT,2022,68.59840882,0.03228506,2.35709E+11,4.184970185,88701.46898,31.61523202,4.995275537,81.857,0.13,75
Qatar,QAT,2023,,-0.218203976,2.17309E+11,1.539791177,81816.9798,,3.027648992,82.368,0.13,80
Qatar,QAT,2024,,0.209965002,2.19163E+11,2.359705869,76688.69417,,1.267343103,,0.13,85
Saudi Arabia,SAU,1990,40.33482776,1.582360441,1.1763E+11,9.426098541,11054.7495,31.37324783,2.077151335,68.874,,23
Saudi Arabia,SAU,1991,38.30839944,0.12100748,1.32223E+11,8.220770745,11847.16995,36.3908994,4.861111111,69.341,7.316,20
Saudi Arabia,SAU,1992,39.10680686,-0.05757865,1.37088E+11,4.580582062,11730.26877,35.98522772,-0.077006006,69.799,7.2,18
Saudi Arabia,SAU,1993,34.35281596,1.028217646,1.32968E+11,0.379835927,10884.86079,33.45415842,1.055795314,70.208,7.002,19
Saudi Arabia,SAU,1994,34.00094819,0.258430621,1.35175E+11,0.952965973,10601.91967,26.07036327,0.564325479,70.587,6.733,25
Saudi Arabia,SAU,1995,37.33784136,-1.307817642,1.43343E+11,0.311708028,10786.4009,27.70388585,4.868431031,70.944,6.365,20
Saudi Arabia,SAU,1996,40.02282094,-0.710606971,1.58662E+11,3.304682542,11471.5046,26.63099912,1.222060549,71.288,5.804,18
Saudi Arabia,SAU,1997,39.15859792,1.831404664,1.65964E+11,2.647319399,11545.3456,26.02946902,0.057150605,71.624,5.283,25
Saudi Arabia,SAU,1998,29.6323818,2.918380547,1.46775E+11,2.80381184,9836.057298,26.45601081,-0.371266752,71.957,4.752,27
Saudi Arabia,SAU,1999,34.66647099,-0.481664273,1.61717E+11,-0.633393641,10452.18994,23.17957783,-1.333754897,72.29,4.346,30
Saudi Arabia,SAU,2000,43.40526903,-0.992569099,1.89515E+11,4.718134221,11714.56237,24.76117977,-1.124998385,72.607,4.57,35
Saudi Arabia,SAU,2001,39.63369422,0.010665937,1.84138E+11,0.344593196,10805.31133,23.92688946,-1.120948049,72.951,4.618,50
Saudi Arabia,SAU,2002,40.94880327,-0.323899964,1.89606E+11,-0.68839013,10586.05435,23.64399414,0.247186492,73.296,5.265,55
Saudi Arabia,SAU,2003,45.85414919,-0.271772776,2.15808E+11,8.768733817,11487.22041,23.97702152,0.612195358,73.657,5.563,60
Saudi Arabia,SAU,2004,50.98533108,-0.129209725,2.58742E+11,8.631005459,13154.4979,24.09750557,0.515507898,74.027,5.822,65
Saudi Arabia,SAU,2005,57.05074299,1.335158503,3.2846E+11,5.944896239,15975.74738,24.90333295,0.479231672,74.4,6.051,70
Saudi Arabia,SAU,2006,59.83190824,1.585536023,3.769E+11,3.313484736,17563.61454,30.11269643,2.209023141,74.762,6.254,75
Saudi Arabia,SAU,2007,59.93744014,1.484578845,4.15965E+11,2.213653964,18596.15026,34.92587696,4.167823584,75.066,5.734,80
Saudi Arabia,SAU,2008,62.11150203,1.059256996,5.19797E+11,6.237987537,22320.4889,33.99112884,9.870248168,75.301,5.085,85
Saudi Arabia,SAU,2009,47.08862065,0.101690387,4.29098E+11,-1.066717112,17718.39116,37.76972091,5.057222761,75.447,5.377,90
Saudi Arabia,SAU,2010,49.56971453,0.923670092,5.28207E+11,5.039515082,22028.39014,32.9799705,5.33941733,75.616,5.55,95
Saudi Arabia,SAU,2011,55.27334614,0.688133632,6.80661E+11,11.75882069,27126.74987,29.08608811,5.826216374,75.808,5.77,100
Saudi Arabia,SAU,2012,53.11984764,0.669626014,7.51921E+11,5.761573823,28733.43755,28.6208309,2.866270299,76.09,5.622,105
Saudi Arabia,SAU,2013,50.37251644,0.437984196,7.69756E+11,2.945637892,27865.4656,29.87898499,3.511042098,76.517,5.6,80
Saudi Arabia,SAU,2014,45.09584582,0.191711517,7.87153E+11,4.024671584,27805.48503,32.90426529,2.241853488,77.116,5.877,75
Saudi Arabia,SAU,2015,31.44013162,0.572622098,6.93414E+11,4.655123167,23256.15496,35.66513761,1.222693186,77.776,5.6,70
Saudi Arabia,SAU,2016,29.14308971,3.185186119,6.89279E+11,1.704047392,22267.72171,28.7785738,2.053470768,78.354,5.6,65
Saudi Arabia,SAU,2017,32.3625379,0.136801407,7.41266E+11,1.182107059,23929.29071,27.16944126,-0.834845735,78.721,5.89,60
Saudi Arabia,SAU,2018,35.52098316,1.369456833,8.86565E+11,3.22695089,29360.0659,23.58192731,2.46594309,78.75,6.029,55
Saudi Arabia,SAU,2019,32.15920498,0.346411456,8.8889E+11,1.651589256,29566.79338,24.63461551,-1.192986445,78.313,5.636,50
Saudi Arabia,SAU,2020,23.80981153,0.211115523,7.67951E+11,-3.80478902,24338.83073,23.7233477,3.37234961,77.596,7.66,45
Saudi Arabia,SAU,2021,29.1556614,2.885061217,9.82661E+11,6.519596983,31920.76537,21.72826494,3.063289889,77.089,6.621,70
Saudi Arabia,SAU,2022,35.9850099,2.155644963,1.23908E+12,12.00058748,38510.22762,20.83915488,2.474073719,77.31,5.589,75
Saudi Arabia,SAU,2023,30.24251963,1.871310322,1.21858E+12,0.542592439,36156.84834,23.9264922,2.327085184,78.732,4.008,80
Saudi Arabia,SAU,2024,29.10921227,1.72104243,1.2398E+12,1.996501734,35121.66287,25.569493,1.687921124,,3.518,85
United Arab Emirates,ARE,1990,,-0.22843531,50701443748,18.32798553,26709.99344,,,71.074,,23
United Arab Emirates,ARE,1991,,0.050317964,51552165622,0.860081948,25690.96863,,,71.144,1.629,20
United Arab Emirates,ARE,1992,,0.239162943,54239171888,3.344944858,25648.27278,,,71.166,1.715,18
United Arab Emirates,ARE,1993,,0.721471949,55625170253,1.261190946,25032.78227,,,71.159,1.901,19
United Arab Emirates,ARE,1994,,0.105319789,59305093980,6.896148553,25472.63966,,,71.204,1.834,25
United Arab Emirates,ARE,1995,,0.608195467,65743666576,6.68788646,27003.20068,,,71.392,1.8,20
United Arab Emirates,ARE,1996,,0.408474867,73571233996,5.798404069,28323.16509,,,71.82,1.836,18
United Arab Emirates,ARE,1997,,0.294815986,78839008445,8.190398649,27982.7957,,,72.559,1.906,25
United Arab Emirates,ARE,1998,,0.340485312,75674336283,0.291994342,24889.42692,,,73.66,2.068,27
United Arab Emirates,ARE,1999,,-1.166835786,84445473111,2.90221364,25855.8605,,,74.982,2.195,30
United Arab Emirates,ARE,2000,,-0.485281533,1.04337E+11,10.85270422,29865.50235,,,76.347,2.25,35
United Arab Emirates,ARE,2001,49.15922533,1.14589217,1.03312E+11,1.399085037,27745.17081,40.7053546,,77.621,2.443,50
United Arab Emirates,ARE,2002,49.50334738,0.086781366,1.09816E+11,2.433456811,27753.60895,43.56831143,,78.721,2.659,55
United Arab Emirates,ARE,2003,55.92319922,3.422662711,1.24346E+11,8.800540814,29659.54286,46.37697028,,79.6,2.903,60
United Arab Emirates,ARE,2004,63.56772981,6.767152113,1.47824E+11,9.566436638,33376.71523,53.05488271,,80.272,2.965,65
United Arab Emirates,ARE,2005,67.58531139,6.034816041,1.80617E+11,4.855141196,38719.31383,51.96756025,,80.779,3.12,70
United Arab Emirates,ARE,2006,68.62779767,5.765437532,2.22117E+11,9.837319769,44342.60483,50.84287191,,81.155,2.964,75
United Arab Emirates,ARE,2007,72.3840975,5.500439717,2.57916E+11,3.184390173,45854.73252,64.41405537,,81.438,2.934,80
United Arab Emirates,ARE,2008,78.8678887,1.604874607,3.15475E+11,3.191836273,50054.17007,69.64565532,12.25042024,81.591,2.818,85
United Arab Emirates,ARE,2009,79.65331786,0.447367366,2.53547E+11,-5.242921904,37803.06637,73.8086265,1.561813174,81.679,2.932,90
United Arab Emirates,ARE,2010,77.44553436,2.858540325,3.07736E+11,1.602850047,44795.29493,58.04017477,0.877983288,81.886,2.798,95
United Arab Emirates,ARE,2011,85.62864837,1.938861867,3.68881E+11,6.736467869,51921.90451,58.5481385,0.877346596,81.898,2.587,100
United Arab Emirates,ARE,2012,95.60086625,2.435542392,3.92793E+11,4.683265702,53141.61243,61.03682825,0.6622689,81.913,2.323,105
United Arab Emirates,ARE,2013,95.75518354,2.38382217,4.09633E+11,4.918478067,53247.24095,61.64290045,1.101118364,81.95,2.125,80
United Arab Emirates,ARE,2014,94.77385608,2.605460654,4.24936E+11,4.63288145,52725.23584,64.74175898,2.346268657,81.99,1.999,75
United Arab Emirates,ARE,2015,93.86254309,2.238613957,3.81973E+11,7.087673486,44910.335,70.42363965,4.069966084,82.076,1.793,70
United Arab Emirates,ARE,2016,94.47475347,2.51620201,3.81717E+11,5.657933292,42721.09994,70.9202657,1.617488089,82.195,1.64,65
United Arab Emirates,ARE,2017,94.73739636,2.566961124,4.03365E+11,-1.061376615,43733.61923,70.73914611,1.966825578,82.388,2.462,60
United Arab Emirates,ARE,2018,90.84295813,2.3572915,4.4056E+11,1.537166832,47135.35919,63.90404689,3.068633793,82.449,2.236,55
United Arab Emirates,ARE,2019,93.30230912,4.119285643,4.33926E+11,1.271342408,45938.60736,70.51984382,-1.931081148,82.596,2.331,50
United Arab Emirates,ARE,2020,98.07246754,5.567355079,3.57162E+11,-8.693426179,37991.7493,83.21942063,-2.079403179,81.936,4.294,45
United Arab Emirates,ARE,2021,100.6425743,4.89230472,4.22441E+11,4.552785712,44118.50472,82.2667808,0.179935336,79.083,3.105,70
United Arab Emirates,ARE,2022,102.051989,4.445913992,5.11403E+11,7.514484258,50759.75892,83.68967201,5.291226044,80.487,2.872,75
United Arab Emirates,ARE,2023,106.846139,5.871840694,5.22622E+11,4.30118228,49850.68722,92.19884022,1.626708372,82.909,2.151,80
United Arab Emirates,ARE,2024,,8.26261713,5.52325E+11,3.991807055,50273.50605,,1.663365102,,2.16,85
Yemen,YEM,1990,11.16832871,-1.035288257,12643821569,,910.422466,16.45933751,,58.528,,23
Yemen,YEM,1991,17.6735906,1.926296755,14665445462,6.29349386,1016.30223,30.24776872,36,58.805,8.428,20
Yemen,YEM,1992,16.21182802,3.997913692,17959367194,8.207598137,1198.130317,29.93852345,29.41176471,59.26,8.351,18
Yemen,YEM,1993,19.92683033,4.154244826,21736802664,4.001966381,1396.615444,38.2135839,35.75229802,59.655,8.343,19
Yemen,YEM,1994,39.77714169,0.056389333,28019483764,6.721949122,1735.044195,29.18689861,49.39415538,59.828,8.34,25
Yemen,YEM,1995,45.48633968,-1.701266951,12796345679,5.669371322,764.4146561,41.95835231,55.08110687,60.532,8.988,20
Yemen,YEM,1996,38.50609505,-0.925161427,6496163616,4.634967317,375.2149947,47.43301239,30.73373327,60.884,9.585,18
Yemen,YEM,1997,36.28420072,-2.025357615,6838298531,5.23111204,382.5849287,43.86178794,2.176726674,61.34,10.223,25
Yemen,YEM,1998,26.5435324,-3.47032438,6322175566,6.006694599,342.7394075,46.11846615,5.976508521,61.788,10.828,27
Yemen,YEM,1999,34.83935369,-4.026533602,7639325296,3.775530496,401.4481417,37.16457405,8.660219494,62.275,11.46,30
Yemen,YEM,2000,41.40890494,0.066115307,9679316770,6.181915593,493.2351826,34.0299337,4.59,62.761,11.557,35
Yemen,YEM,2001,35.89692564,1.57455746,9852990693,3.803645872,487.1412579,34.99547234,11.91159129,63.286,11.724,50
Yemen,YEM,2002,37.00117334,1.068899264,10693430511,3.935231505,513.2414866,37.72928252,12.23853394,63.807,11.839,55
Yemen,YEM,2003,36.43900687,-0.756584614,11777532662,3.747398185,548.905883,37.94360973,10.8323607,64.407,12.014,60
Yemen,YEM,2004,36.38249525,1.035346016,13867634371,3.972696401,627.6320234,35.46417876,12.51509515,64.881,12.131,65
Yemen,YEM,2005,40.89681954,-1.805310536,16731566717,5.591748076,734.1599085,35.87646614,11.81126394,65.356,12.213,70
Yemen,YEM,2006,41.25855032,5.880299897,19063143370,3.170409359,809.7131276,40.81761233,10.84479869,65.8,12.349,75
Yemen,YEM,2007,35.90342354,4.236848041,21650528674,3.338427956,890.3057681,43.21999705,7.90511779,66.23,12.486,80
Yemen,YEM,2008,37.8369535,5.77696232,26910855807,3.64756947,1071.635833,43.40776536,18.97625743,66.609,12.656,85
Yemen,YEM,2009,28.32515812,0.51412085,25130278213,3.866229516,969.2435099,39.7462329,5.407760981,66.905,12.762,90
Yemen,YEM,2010,29.99507756,0.610357927,30906749533,7.701286075,1155.203053,34.39055922,11.17483386,67.223,12.777,95
Yemen,YEM,2011,30.34042417,-1.582339168,32726417878,-12.7148969,1186.475006,32.71903378,19.54356171,67.412,13.311,100
Yemen,YEM,2012,24.86371697,-0.040222183,35401331610,2.392990214,1245.050683,36.49792022,9.885387145,67.569,13.473,105
Yemen,YEM,2013,22.35959849,-0.33049641,40415233436,4.823519085,1378.75003,30.15227965,10.96844215,67.961,13.673,80
Yemen,YEM,2014,21.48408708,-0.539237328,43228585321,-0.188690242,1430.16421,26.75895343,8.104725836,68.003,13.467,75
Yemen,YEM,2015,9.051577546,-0.036388253,42444490074,-27.99454625,1362.173812,21.31608154,,66.761,17.9,70
Yemen,YEM,2016,4.809202761,-1.79131212,31317825274,-9.375123797,975.359417,26.27234153,,67.105,18.42,65
Yemen,YEM,2017,9.688247585,-1.005318893,26842229045,-5.071795681,811.1659704,33.28165709,,67.12,18.611,60
Yemen,YEM,2018,8.756102383,-1.305638398,21606160663,0.752447593,633.8872025,47.32172034,,65.915,17.593,55
Yemen,YEM,2019,,,,,,,,66.567,17.213,50
Yemen,YEM,2020,,,,,,,,66.435,17.963,45
Yemen,YEM,2021,,,,,,,,66.019,18.312,70
Yemen,YEM,2022,,,,,,,,67.952,17.224,75
Yemen,YEM,2023,,,,,,,,69.295,16.944,80
Yemen,YEM,2024,,,,,,,,,16.97,85
